iter	RMSE
540	3279.567357
541	3277.464423
542	3274.942048
543	3272.863321
544	3270.292835
545	3268.548266
546	3266.826082
547	3264.995941
548	3262.941844
549	3261.946713
550	3260.790789
551	3260.643078
552	3259.523466
553	3258.637641
554	3257.56323
555	3256.941693
556	3254.624034
557	3251.792301
558	3251.44399
559	3249.572443
560	3247.735987
561	3245.758975
562	3243.107767
563	3242.310312
564	3241.808112
565	3240.174507
566	3237.913118
567	3236.865233
568	3233.798997
569	3231.808528
570	3230.436727
571	3227.248341
572	3225.408275
573	3224.499101
574	3223.03811
575	3220.727553
576	3219.816121
577	3217.372494
578	3216.625538
579	3214.539901
580	3212.645805
581	3209.540785
582	3207.855186
583	3206.337261
584	3205.554684
585	3203.783648
586	3202.978284
587	3202.232432
588	3201.504925
589	3200.592524
590	3199.361459
591	3198.545107
592	3197.821706
593	3196.97193
594	3195.913889
595	3193.680495
596	3191.767272
597	3189.257508
598	3187.506168
599	3186.802409
600	3184.183659
601	3182.841188
602	3182.155621
603	3180.06984
604	3177.339112
605	3175.645986
606	3172.367767
607	3171.73781
608	3171.124326
609	3169.447301
610	3167.506581
611	3166.100359
612	3164.465649
613	3162.249069
614	3159.971163
615	3158.174261
616	3156.494718
617	3155.610291
618	3154.304171
619	3151.833192
620	3150.054971
621	3148.917032
622	3148.247335
623	3146.432065
624	3143.449154
625	3141.969083
626	3139.928079
627	3138.573968
628	3138.073286
629	3135.995146
630	3135.339098
631	3134.735901
632	3132.844743
633	3130.785103
634	3129.999505
635	3128.639381
636	3127.997299
637	3125.878921
638	3123.326795
639	3120.884462
640	3120.19661
641	3117.717221
642	3115.838636
643	3114.030313
644	3113.274689
645	3112.419501
646	3111.385285
647	3111.270497
648	3109.487821
649	3108.134127
650	3105.831941
651	3103.193656
652	3102.654755
653	3102.272595
654	3101.713806
655	3099.797933
656	3099.144839
657	3098.000892
658	3096.014087
659	3095.267539
660	3094.63433
661	3092.899775
662	3092.280022
663	3090.788703
664	3090.082197
665	3087.996994
666	3086.811587
667	3085.012901
668	3083.155436
669	3080.37983
670	3079.657826
671	3077.015786
672	3074.409345
673	3072.890279
674	3072.382787
675	3071.273422
676	3070.787687
677	3069.755276
678	3067.713708
679	3066.109443
680	3062.016124
681	3061.578173
682	3058.960856
683	3058.503948
684	3056.909558
685	3055.406018
686	3054.558478
687	3053.949253
688	3051.326853
689	3050.421847
690	3047.25476
691	3046.005292
692	3045.03778
693	3044.580164
694	3042.462189
695	3041.289766
696	3038.79426
697	3037.207634
698	3036.811458
699	3036.33541
700	3035.761051
701	3033.40745
702	3032.74494
703	3031.038724
704	3029.997862
705	3027.869619
706	3027.451924
707	3026.561154
708	3024.592298
709	3023.94737
710	3022.769171
711	3020.499092
712	3017.647816
713	3016.457544
714	3015.996806
715	3013.406806
716	3011.183199
717	3010.75869
718	3009.138903
719	3008.092505
720	3006.977491
721	3005.899942
722	3005.31187
723	3004.306574
724	3001.853847
725	3001.460908
726	3000.034241
727	2998.770905
728	2997.306496
729	2996.095597
730	2993.797714
731	2992.690387
732	2990.766199
733	2990.203654
734	2989.378527
735	2988.311251
736	2987.272962
737	2986.710111
738	2985.894513
739	2985.170147
740	2984.139244
741	2983.319851
742	2982.174773
743	2980.426881
744	2979.462155
745	2978.963232
746	2978.422438
747	2977.096355
748	2975.526667
749	2973.534875
750	2972.882222
751	2969.846764
752	2967.908707
753	2967.37201
754	2967.028312
755	2966.541593
756	2963.87857
757	2963.350678
758	2962.395528
759	2962.100722
760	2959.562936
761	2957.639919
762	2957.12681
763	2956.348546
764	2955.38586
765	2952.938195
766	2952.517045
767	2950.910389
768	2948.799964
769	2946.355576
770	2946.065152
771	2944.996848
772	2944.345354
773	2942.622291
774	2942.222074
775	2940.016165
776	2938.184214
777	2936.134846
778	2934.582209
779	2932.976909
780	2930.717392
781	2928.859577
782	2928.760946
783	2927.269979
784	2925.817448
785	2924.417698
786	2922.236134
787	2921.327372
788	2919.22479
789	2918.325607
790	2916.556482
791	2914.456145
792	2912.353058
793	2911.994646
794	2909.620323
795	2907.844671
796	2905.693903
797	2903.553182
798	2903.003814
799	2901.979873
800	2901.308976
801	2899.879566
802	2898.262561
803	2897.87859
804	2897.550935
805	2895.8401
806	2895.172873
807	2894.188928
808	2891.924882
809	2890.750205
810	2889.155525
811	2888.305017
812	2887.442714
813	2886.472727
814	2885.009151
815	2883.733475
816	2882.767348
817	2882.454613
818	2880.473426
819	2878.280665
820	2876.727895
821	2875.14252
822	2873.302122
823	2872.552796
824	2871.190657
825	2869.108989
826	2867.21264
827	2865.776908
828	2865.262613
829	2864.927873
830	2863.767387
831	2862.954515
832	2861.516985
833	2860.862283
834	2860.50066
835	2859.997693
836	2859.004642
837	2858.293216
838	2857.473086
839	2856.494519
840	2855.697669
841	2854.039064
842	2852.036247
843	2850.443078
844	2850.11523
845	2848.258767
846	2848.162404
847	2847.676512
848	2846.937355
849	2845.640276
850	2843.748347
851	2842.570037
852	2840.75437
853	2839.814953
854	2836.6437
855	2835.407943
856	2834.537118
857	2834.088813
858	2832.031372
859	2830.989501
860	2830.678669
861	2829.677855
862	2827.426102
863	2826.328377
864	2825.069864
865	2824.302915
866	2822.323456
867	2820.050845
868	2818.251907
869	2817.415179
870	2816.711196
871	2816.208552
872	2814.902884
873	2813.289488
874	2811.761474
875	2811.47571
876	2810.464877
877	2809.163291
878	2808.232529
879	2808.145587
880	2807.81108
881	2805.393419
882	2804.73245
883	2803.731511
884	2802.110188
885	2801.834006
886	2801.528669
887	2800.859446
888	2799.900566
889	2799.816146
890	2797.994841
891	2797.236992
892	2796.450884
893	2794.575745
894	2793.777116
895	2793.293064
896	2792.102325
897	2791.080242
898	2790.166154
899	2789.671
900	2788.47071
901	2786.475559
902	2785.47629
903	2784.563709
904	2781.547098
905	2780.24886
906	2778.980072
907	2778.136921
908	2777.424453
909	2776.67896
910	2776.224008
911	2774.852255
912	2773.954989
913	2772.841836
914	2770.829438
915	2769.95245
916	2768.403441
917	2767.899898
918	2766.503174
919	2763.641557
920	2762.890611
921	2762.415779
922	2760.851488
923	2758.842668
924	2755.542537
925	2754.85339
926	2753.012213
927	2751.359418
928	2750.459608
929	2748.775162
930	2746.416126
931	2745.620649
932	2744.363807
933	2742.637095
934	2741.813323
935	2740.674594
936	2739.475062
937	2738.575194
938	2737.737712
939	2736.772283
940	2735.423655
941	2734.028748
942	2732.507553
943	2731.657365
944	2730.835762
945	2730.081369
946	2729.106035
947	2728.531234
948	2727.737717
949	2725.933434
950	2724.22011
951	2723.669309
952	2722.183986
953	2720.88804
954	2719.084516
955	2717.356766
956	2717.301454
957	2714.963539
958	2713.205582
959	2712.292783
960	2711.489995
961	2709.655546
962	2708.467221
963	2707.630125
964	2705.873804
965	2703.918765
966	2702.263962
967	2700.7555
968	2699.426541
969	2698.721421
970	2698.024601
971	2696.485168
972	2695.90354
973	2693.682025
974	2692.65814
975	2692.140168
976	2690.563392
977	2689.88641
978	2688.285531
979	2687.388858
980	2686.931863
981	2684.998328
982	2683.547552
983	2683.044313
984	2682.038001
985	2680.702217
986	2680.149565
987	2679.848709
988	2678.628932
989	2677.614821
990	2676.790063
991	2676.192739
992	2675.309919
993	2674.103771
994	2674.027805
995	2672.422812
996	2671.28343
997	2670.743344
998	2669.884426
999	2667.350445
